item,dept,unit_cost,stock_on_hand
"6187",39,40459,1416,9748
"6193",39,39594,0118,23061
"6518",39,20209,962,90860
"7093",39,39974,76,59777
"8938",39,23403,6303,56538
"9653",39,26784,8986,75240
"986",66,44952,5284,11658
"1071",66,35014,9544,10026
"1757",66,15629,5259,18276
"2455",66,15896,445,30364
"3092",66,45340,3463,58312
"4022",66,16237,4144,34199
"5103",66,46370,503,61198
"6717",66,20414,2324,90889
"7479",66,48806,2477,96912
"7783",66,13503,0136,51669
"8826",66,17909,8056,33091
"278",83,7755,7787,51245
"5110",83,11061,2638,28154
"5695",83,28085,8795,67271
"5820",83,14659,186,13067
"5971",83,11886,1535,86824
"6662",83,47734,6364,55015
"7120",83,22546,1321,72407
"7792",83,22529,9078,54239
"9667",83,12385,4112,45939
"496",12,26483,8997,3283
"1903",12,25034,483,87943
"2319",12,22916,9069,82262
"2462",12,9022,0941,63084
"2481",12,21288,5461,84447
"3234",12,30963,0795,92296
"3631",12,27974,7672,85326
"6337",12,7557,2941,71642
"7895",12,27925,8331,67026
"9991",12,27662,8456,75077
"67",17,49331,2811,56140
"1943",17,22217,709,87432
"1994",17,33177,9711,50999
"2058",17,40159,8696,64636
"2729",17,41967,7628,95271
"3348",17,17375,3909,76126
"3806",17,34673,863,58919
"6135",17,5965,7204,91198
"6170",17,13968,4329,74289
"7002",17,24491,282,6624
"7276",17,21064,7982,11527
"7647",17,43220,4554,38210
"7712",17,39028,7661,43730
"7981",17,9203,623,74887
"8473",17,15868,5376,86285
"8860",17,5557,4521,81267
"8878",17,34566,799,11701
"9009",17,21085,0265,10072
"9171",17,39527,076,63829
"4195",22,23795,0534,61046
"4641",22,10991,347,36879
"6386",22,23319,1911,55842
"7438",22,19154,0619,33727
"7620",22,6493,7283,41796
"7777",22,23236,1143,19106
"8604",22,7984,6157,74219
"9060",22,43197,583,71904
"9077",22,14820,2423,21494
"9701",22,6732,7682,26828
"402",39,23635,1041,26600
"698",39,33818,7634,98479
"1556",39,42321,0323,58745
"1608",39,14247,2913,39550
"2152",39,40373,4985,98964
"2380",39,12613,4224,99049
"3883",39,12282,1807,20005
"3976",39,21504,539,34413
"4670",39,43360,2274,48895
"5555",39,7783,2824,55129
"6140",39,16264,8132,47684
"6955",39,14958,1648,10448
"7261",39,24420,3148,95252
"7304",39,45592,551,96108
"9031",39,32130,9573,40764
"9812",39,21264,8979,17151
"262",66,41225,0413,43666
"1619",66,13495,9442,97950
"2853",66,34001,4666,17951
"2973",66,38958,9071,75711
"3086",66,37319,1086,66864
"3105",66,13438,9138,88673
"4854",66,29174,212,6763
"5159",66,23522,1083,14215
"7985",66,41986,9474,18643
"8089",66,28396,4477,46761
"9276",66,17431,1264,60871
"360",83,28700,2602,33790
"758",83,15905,751,80982
"815",83,16287,711,82797
"1096",83,49821,3298,96340
"1864",83,23669,5407,54335
"2086",83,33940,9286,45149
"3134",83,34072,648,84561
"4352",83,32232,1813,16458
"5060",83,29553,3948,12236
"5132",83,27317,5713,92370
"5340",83,42386,8015,88626
"5578",83,14552,8334,85281
"5761",83,47342,6501,65566
"7504",83,14359,1269,98201
"7907",83,27854,8597,37632
"7984",83,35794,4381,72083
"1189",2,39852,8497,37281
"1243",2,30072,7871,39351
"1245",2,26048,2096,24876
"2008",2,21518,6871,16473
"2084",2,6225,1992,64942
"3517",2,7185,9888,32648
"3824",2,12308,3958,90024
"5339",2,18168,2415,99697
"6367",2,34732,9625,17948
"6610",2,47293,2383,87585
"7114",2,15461,5889,42282
"9383",2,41278,7392,60670
"9579",2,12058,7877,86121
"234",18,26769,6648,76845
"908",18,29928,9333,13273
"1460",18,12835,6112,98159
"2920",18,9915,8687,38834
"4084",18,22396,8079,29808
"4590",18,13079,2575,12659
"4707",18,27727,984,40142
"4824",18,14803,1961,1538
"5568",18,33157,7908,54938
"5653",18,48564,6516,67829
"5960",18,49759,1892,67625
"6919",18,11275,9894,85582
"8864",18,16828,9061,29819
"9438",18,28523,8482,86666
"679",20,14999,3497,10627
"1513",20,29884,4942,90824
"3033",20,21225,9678,50842
"4208",20,33357,6237,65865
"4547",20,32374,9701,47155
"5987",20,35756,7338,26486
"6083",20,37073,0252,5058
"7012",20,34723,8023,81889
"7570",20,39783,7253,73901
"7694",20,24766,4785,43543
"8140",20,49438,4391,80347
"8598",20,8299,402,94615
"8953",20,6478,6427,48873
"318",68,24848,5761,91259
"1664",68,15685,3852,41601
"2502",68,24918,7446,41206
"2624",68,43183,8237,72206
"4154",68,23422,564,60028
"4739",68,25082,6953,94485
"4760",68,17481,2148,95589
"5117",68,24327,7987,82559
"5183",68,19136,6433,32914
"6833",68,44844,8669,39252
"7729",68,49274,1234,62589
"9090",68,49436,3067,73643
"9899",68,32412,7208,74937
"1527",73,11952,1557,1854
"2310",73,23635,5642,84366
"4890",73,18238,6603,37016
"5112",73,14994,7744,63771
"6436",73,7308,3759,5118
"6534",73,34576,8414,72512
"7103",73,47711,1632,61446
"7987",73,8135,8254,99579
"7999",73,28707,3979,6680
"8067",73,48905,6414,71542
"8360",73,42975,8643,74794
"8892",73,23547,0873,28473
"8922",73,46509,9698,79625
"9128",73,18583,562,58737
"9130",73,15937,7469,62087
"305",85,25526,1512,83225
"657",85,6756,831,81771
"3007",85,24745,2962,71270
"3179",85,20517,0832,32554
"3684",85,17592,3918,29177
"4103",85,29312,2123,16173
"4662",85,25621,7653,3899
"5100",85,28152,4606,7509
"6353",85,12543,2292,69813
"410",2,23512,7379,16656
"829",2,10455,4246,8752
"1829",2,9998,2117,89600
"2427",2,33906,4419,19207
"4135",2,14950,4357,14234
"4663",2,10739,8323,14050
"6431",2,28974,3683,41073
"9607",2,42176,0942,9618
"9668",2,32211,357,84418
"462",18,15154,3053,11641
"561",18,25110,1551,54356
"598",18,6647,1788,93994
"1418",18,41073,2631,46853
"2575",18,48834,7483,53532
"4685",18,9278,3977,37395
"5616",18,14198,0643,95495
"5627",18,18775,6075,66576
"5827",18,25515,8747,53473
"6109",18,39465,6419,65907
"7047",18,8972,2153,24591
"7754",18,43860,7051,20720
"9460",18,7153,277,27240
"1211",20,8468,9075,59225
"1298",20,43624,8449,43276
"2081",20,6267,4334,72043
"2699",20,24239,7968,24358
"3161",20,44394,6226,70094
"4169",20,30490,1676,58004
"5375",20,16057,6205,35391
"5588",20,30688,8826,4289
"6933",20,41436,9113,55731
"7720",20,23091,3016,46982
"7743",20,5357,5437,7258
"47",68,39602,5752,70328
"442",68,17677,5244,83360
"2713",68,25941,3469,32812
"3344",68,25566,1102,53098
"3489",68,17469,5097,57305
"3744",68,39236,128,98411
"3842",68,29588,5481,58465
"5190",68,13317,7732,48457
"5801",68,25315,5332,87056
"7101",68,20539,176,88785
"7106",68,25101,1672,86244
"8231",68,27507,2561,4139
"9740",68,42992,1021,23154
"1451",73,46772,0674,93562
"2048",73,14578,7541,67536
"2453",73,46753,2781,64156
"4954",73,7977,1343,21585
"5859",73,41356,904,6030
"7083",73,37974,8574,24991
"7126",73,6613,3937,3296
"8221",73,49256,5519,32477
"8611",73,22071,0098,58351
"8773",73,5875,5064,85235
"989",85,42264,353,93336
"1241",85,17610,9457,98958
"1397",85,24127,1071,21896
"2970",85,33918,6267,59028
"3948",85,39551,6565,17550
"4106",85,34296,7146,64209
"4480",85,35029,6091,85539
"5091",85,26511,2262,61745
"7302",85,21956,8418,26452
"7590",85,41835,3794,64589
"7900",85,36760,9703,48689
"1246",2,47183,1913,62922
"1616",2,23634,6818,48895
"1779",2,16964,6642,79808
"4391",2,33583,1592,52791
"4741",2,14820,6149,41919
"5475",2,23902,4204,56392
"5856",2,22945,4375,73867
"7648",2,42565,8636,94873
"8694",2,24951,8369,68165
"9396",2,46095,8321,46091
"154",18,21985,0245,61646
"160",18,36067,2334,11865
"169",18,15921,6883,48706
"244",18,9490,2576,37928
"814",18,30080,843,25381
"1349",18,31390,6286,51456
"1922",18,43179,3101,35842
"2142",18,9112,6039,69582
"2777",18,41145,1673,50691
"3332",18,30918,3924,70090
"3876",18,41874,7625,47515
"4242",18,48030,8876,81103
"4756",18,35118,0105,4602
"5451",18,33756,1861,98721
"5548",18,6579,5851,17226
"9390",18,25382,3423,30125
"9595",18,19334,6597,6948
"1002",20,13660,2859,32679
"1275",20,13364,7065,67749
"2160",20,9084,6995,45169
"3565",20,10064,9214,76983
"6704",20,38225,8541,47815
"6984",20,46999,6854,63464
"7247",20,34925,7315,58595
"7354",20,28615,2483,19621
"8100",20,38514,5936,87030
"8709",20,32947,4198,55116
"9698",20,19695,4193,39921
"133",68,15928,9852,64495
"277",68,14033,0316,57310
"927",68,34622,7015,55634
"3307",68,32202,5537,37415
"3438",68,45547,6834,1488
"3804",68,15424,2408,56986
"4724",68,19174,8211,17444
"5284",68,11118,9865,77873
"6600",68,14511,0867,65658
"8453",68,32758,011,87389
"8454",68,5441,7703,7478
"8673",68,40045,6411,13994
"8867",68,20573,6757,9535
"8992",68,20014,24,4424
"1330",73,31950,069,92487
"2139",73,41591,6138,34173
"2265",73,39318,6674,56406
"2716",73,33412,4822,70984
"2826",73,44547,8106,76453
"3187",73,22162,6274,58105
"5642",73,6843,7403,62816
"5831",73,49568,4514,68134
"6112",73,44852,9957,48890
"7677",73,46120,4415,17120
"7702",73,30836,1144,1434
"338",85,5699,2646,29027
"991",85,26194,5914,57923
"2308",85,11709,0001,92018
"2948",85,48575,6076,5339
"3737",85,13101,5214,80803
"4437",85,48684,1083,43820
"4970",85,46532,3332,8117
"5245",85,33858,4115,8660
"6007",85,33042,5025,91792
"6561",85,9356,2842,36885
"8068",85,30586,9183,80026
"9453",85,46238,811,23661
"3265",2,49941,9245,47873
"3330",2,27903,9083,73249
"4219",2,29613,128,22560
"7355",2,22528,0256,29780
"8608",2,22700,0708,67232
"749",18,35204,4537,62049
"1760",18,33188,3807,61519
"2188",18,5175,5469,19426
"2827",18,9644,1121,32056
"3682",18,29212,2349,17652
"3800",18,40954,6465,69288
"4132",18,33423,7755,59562
"4452",18,17870,474,92805
"4490",18,32695,9014,99696
"6028",18,9271,4896,88754
"6149",18,13725,6691,39750
"6468",18,32092,2392,87599
"6653",18,24044,1049,68024
"7208",18,42808,3049,32167
"8526",18,6503,8094,1993
"9549",18,47552,1979,38645
"1932",20,18767,4978,95081
"2675",20,9685,9858,47278
"4330",20,13830,5981,14261
"4384",20,13493,263,98645
"4487",20,37441,0472,79359
"5283",20,37974,4302,2155
"6497",20,45826,6086,52755
"6928",20,38595,9223,91186
"7310",20,36496,0831,37714
"8013",20,35621,7474,68664
"8064",20,42153,0879,87948
"9028",20,40676,0473,28242
"9457",20,28297,1195,50190
"10",68,9626,1449,88478
"1632",68,27339,4117,10489
"2132",68,30140,2428,68041
"2795",68,46150,3879,59581
"5456",68,42938,8157,5007
"6346",68,8907,2443,53467
"8145",68,20532,8567,65086
"9921",68,47718,3436,79375
"363",73,29536,0549,74814
"1532",73,15580,8449,8786
"1686",73,37906,3093,92110
"3911",73,44687,1535,51411
"4209",73,5698,2,90733
"4876",73,38546,3053,50548
"4963",73,10963,296,64329
"5606",73,13633,2259,31061
"5864",73,15774,9682,99654
"6630",73,41737,5443,18433
"6851",73,22562,9563,55188
"7822",73,33163,0395,31154
"612",85,24983,9075,21657
"1628",85,46881,8216,11210
"1662",85,29590,4423,47402
"3525",85,48291,7439,72819
"6292",85,46292,198,17552
"7070",85,24878,3125,44692
"7761",85,17393,1336,11362
"1431",2,18565,3581,54682
"1740",2,7259,2722,79228
"3412",2,23768,7787,83137
"3498",2,42774,0311,8812
"3543",2,20059,8258,59346
"5341",2,23105,7481,3180
"5488",2,9466,4978,57217
"5747",2,19281,2414,18630
"7644",2,11533,6158,9460
"7650",2,42956,2162,39541
"7692",2,15155,7105,80351
"7803",2,29026,9581,80466
"8829",2,27294,9274,22376
"231",18,43010,3727,27608
"237",18,10527,3445,10605
"590",18,36240,8108,15744
"1174",18,22493,4883,90637
"1372",18,40386,3013,96435
"2684",18,27882,2418,89231
"3536",18,18604,8138,79188
"3587",18,39276,4052,27721
"3935",18,39312,9935,38391
"4968",18,34374,3357,8450
"7099",18,32430,5264,10547
"7373",18,45402,4382,72354
"8034",18,34386,3709,27303
"9423",18,19654,4627,62796
"9712",18,29459,9164,67606
"1231",20,45448,2135,41834
"2093",20,33402,3542,16659
"2227",20,38187,6648,96598
"3667",20,11850,9199,31813
"3699",20,35245,3765,46848
"7080",20,33430,8922,6521
"7478",20,11144,9124,11817
"7993",20,13965,3686,55849
"9322",20,10571,0328,37058
"9426",20,48218,0644,67678
"9786",20,36223,5238,79249
"65",68,45750,7322,16282
"202",68,43791,8629,47008
"1266",68,27662,3413,93017
"1401",68,12334,1171,61179
"2001",68,11263,1998,92430
"3788",68,21306,8309,73509
"5018",68,41541,7762,33950
"6926",68,39721,2287,96049
"9491",68,14443,2634,90150
"9682",68,42877,0916,72635
"2157",73,28318,4084,58922
"3656",73,48618,5366,62201
"4388",73,49805,3565,35133
"5171",73,34695,049,20712
"6660",73,27633,536,16843
"6751",73,32118,4331,35193
"6799",73,28332,5282,98017
"7201",73,19786,7052,65408
"8511",73,37742,8988,94293
"9876",73,10642,7645,3956
"332",85,49679,6224,4373
"1015",85,43916,0341,77862
"1105",85,42479,8687,61447
"1390",85,49405,6147,49878
"1483",85,42257,0822,57608
"3071",85,13837,7109,81685
"3339",85,19262,9951,45439
"3635",85,39523,6833,17941
"3672",85,30105,2033,63987
"4967",85,48486,4934,3254
"7248",85,11649,6731,50814
"7372",85,42039,8999,78029
"8031",85,16216,9115,13387
"9108",85,33369,6891,65192
"9454",85,26489,4581,73805
"9795",85,35627,7191,12496
"43",2,27660,7121,68458
"1286",2,8777,3165,75336
"2530",2,21094,9418,85726
"4511",2,39267,9604,57242
"4927",2,16274,9492,82311
"5346",2,22117,7807,56292
"6148",2,46370,1006,33636
"6691",2,45328,6416,22867
"9125",2,36444,5936,36469
"375",18,43691,8528,84481
"635",18,46168,0491,41816
"961",18,6870,1466,34680
"1406",18,28644,0861,21281
"2877",18,7491,3314,33380
"3130",18,24685,2715,9495
"3225",18,21536,8843,91569
"3297",18,31927,7822,41739
"3965",18,21885,4472,52862
"4037",18,8000,0545,49907
"4311",18,26540,6228,37862
"5253",18,46401,7881,89601
"6031",18,48451,6739,61162
"6165",18,28704,0158,60550
"8591",18,16334,1565,87283
"8902",18,38602,4749,32523
"9725",18,7972,0383,88770
"872",20,21207,2877,9096
"1135",20,44181,2841,82650
"2609",20,19283,4526,93733
"3484",20,32774,7681,4459
"3746",20,11475,2083,66165
"4350",20,29438,3668,58172
"4565",20,36822,2645,3770
"5792",20,45900,7051,55088
"6678",20,37990,5974,72662
"7149",20,46084,8663,51630
"7791",20,6115,6263,57424
"337",68,32511,3892,71232
"797",68,28586,7436,66324
"914",68,9653,3927,51175
"1011",68,27787,1455,56991
"1597",68,39672,4903,28336
"3453",68,11242,6948,56724
"4104",68,45067,9464,61617
"4131",68,7680,9747,63687
"4215",68,13221,108,29897
"4699",68,13000,7763,50543
"4817",68,21980,8272,26470
"4882",68,42931,7893,10220
"4997",68,48746,1094,80884
"5405",68,28789,5194,7816
"7520",68,7025,9464,8319
"8032",68,10446,7745,44907
"8515",68,8213,1947,19175
"530",73,24277,9948,5261
"744",73,20472,9449,1151
"1055",73,9990,1032,51044
"3585",73,12883,9427,14874
"4392",73,14999,7168,85814
"5857",73,26251,7516,4532
"8490",73,35090,2503,67724
"8541",73,14222,0726,22206
"9158",73,19835,1851,12689
"111",85,23050,6659,4604
"1106",85,17879,4496,9296
"2089",85,41397,8912,94408
"3120",85,39230,2042,96779
"3858",85,39758,4648,91815
"4246",85,35632,1607,94406
"5099",85,5866,3534,78602
"6046",85,13291,5714,25931
"7381",85,38235,3453,81454
"8787",85,5765,4382,93349
"9678",85,8927,98,40246
"9781",85,48398,149,63557
"9984",85,33767,4931,4598
"675",2,27034,7697,24708
"1800",2,20648,9245,7040
"2647",2,11580,7431,80229
"2959",2,9850,1632,90130
"5054",2,42456,5561,86747
"5523",2,44370,2553,58500
"5949",2,37789,7648,14520
"6966",2,12730,8279,15939
"7043",2,18198,8363,46867
"8692",2,12577,7049,74667
"9502",2,44037,1521,93601
"3411",18,21823,1176,72143
"3515",18,30247,9013,83206
"3783",18,8333,4641,63990
"3970",18,16188,6224,82514
"4914",18,14679,1578,53477
"6898",18,44321,3276,81126
"6937",18,31482,4171,39886
"7398",18,39402,7,26584
"7566",18,46908,3309,9321
"8058",18,38572,2923,19050
"8171",18,9590,7194,99458
"8270",18,25516,6027,38977
"8702",18,26045,7252,99326
"9865",18,12092,9807,80188
"1000",20,12706,3112,90767
"1545",20,15579,7919,98705
"2220",20,12566,3842,22831
"3004",20,16672,1797,58866
"5561",20,32729,1554,62951
"5579",20,9738,4541,38085
"6994",20,44457,4427,56596
"6999",20,41331,3168,89378
"8372",20,45933,0398,88004
"1352",68,13962,6454,97989
"3002",68,14619,6312,58451
"3336",68,16518,7494,31745
"4494",68,25914,1623,7653
"6008",68,27383,1729,10523
"6975",68,38886,4788,55551
"7197",68,44658,2513,24997
"9736",68,5855,185,74758
"45",73,28374,9722,44537
"331",73,33634,7344,42433
"1008",73,8956,5997,38339
"1252",73,48206,895,22549
"2307",73,36214,3899,1300
"2531",73,19852,7091,96835
"2598",73,33524,8402,59362
"3318",73,22585,7445,76432
"4288",73,37049,6105,45591
"5846",73,38530,4925,16767
"5973",73,20396,9701,33161
"8213",73,31118,9275,15736
"8818",73,16321,3691,24727
"8857",73,49967,5481,84512
"9153",73,19700,0791,29672
"9976",73,19394,1095,54598
"789",85,45422,2628,98195
"900",85,31167,2997,45651
"3349",85,18447,5631,16276
"4196",85,49219,8111,74169
"4730",85,49565,9515,84509
"5605",85,28884,9703,58161
"5640",85,5648,3105,98574
"5692",85,26408,2824,25939
"6104",85,38137,9534,30326
"6853",85,19930,2741,86004
"7555",85,22476,9048,53254
"7717",85,24086,7683,51672
"8842",85,20670,9787,60798
"9324",85,28950,7476,70879
"3660",2,24194,8771,71534
"4530",2,17647,2536,64412
"4857",2,20164,4225,60083
"5484",2,15908,5696,29660
"5599",2,6836,1542,48403
"6858",2,46515,1644,95135
"7072",2,10026,063,68770
"307",18,12365,386,5061
"1085",18,6430,2501,82589
"1307",18,48015,5786,82808
"1831",18,25078,5501,11953
"2248",18,7779,2534,12892
"2659",18,32033,6458,39974
"5435",18,38843,8734,22445
"5894",18,10790,3411,73532
"6012",18,15669,8881,84711
"6269",18,12800,9912,37815
"6822",18,22683,1304,26952
"7388",18,17216,8795,82389
"7778",18,9728,9281,10908
"8362",18,48357,4124,68619
"367",20,24755,9785,3126
"1024",20,45404,8374,33837
"1458",20,25245,8609,21033
"1565",20,15456,5811,84718
"1598",20,10201,209,48141
"1601",20,22501,8866,85440
"1770",20,18278,5611,98037
"2085",20,6538,5112,18583
"4009",20,35902,6673,22534
"4513",20,24914,3626,82728
"4745",20,12094,1953,57337
"4780",20,10324,6392,22409
"5005",20,36946,6069,91982
"5251",20,32104,4996,70913
"6455",20,27889,5911,45720
"7439",20,40379,2609,76676
"7501",20,35223,4924,38496
"9389",20,41995,5996,51483
"9857",20,45137,6627,62732
"583",68,19464,9358,50061
"924",68,16870,8151,95010
"2894",68,13970,8861,90675
"3089",68,39208,8402,6918
"4119",68,11377,2376,6953
"4279",68,34818,7578,36412
"6049",68,17646,6693,5898
"9477",68,5467,838,97672
"446",73,35788,5339,26794
"656",73,20559,1312,65405
"1776",73,37213,6047,62311
"2572",73,44659,9775,66076
"3696",73,6159,0067,52317
"5817",73,33603,0149,71346
"7193",73,40428,0997,8543
"7361",73,49308,5502,10510
"8257",73,31717,8439,36763
"2764",85,45803,8939,71838
"3201",85,48691,8876,57474
"3290",85,35941,4971,15493
"4746",85,20543,8241,62355
"4839",85,46260,0342,58603
"4986",85,7669,4782,46999
"5612",85,35720,2384,65885
"6459",85,29941,8564,21729
"6769",85,48109,21,85777
"7908",85,7169,4624,27187
"8417",85,7453,372,80316
"9059",85,21227,2929,37716
"9211",85,43879,9661,98683
"2564",1,30785,0381,97363
"4117",1,25327,853,42574
"4812",1,14496,1279,2186
"5021",1,9166,6817,75933
"6131",1,37493,1501,65668
"6410",1,6220,8975,82382
"7293",1,33513,1984,69261
"8436",1,39655,9227,51713
"9474",1,6499,5308,79032
"965",14,17141,2768,36214
"1080",14,22962,7776,45208
"1207",14,19351,688,29518
"1975",14,43901,1887,19459
"4001",14,19917,9494,47372
"4359",14,31383,9772,99283
"5771",14,48560,3112,73987
"6205",14,9740,8575,93533
"7710",14,20360,8844,1014
"8797",14,46086,0425,14091
"89",15,22595,7262,82659
"391",15,27866,0648,68018
"623",15,30539,9078,62574
"3570",15,20119,5339,22608
"4582",15,14620,2478,54657
"4627",15,19532,7218,37092
"4697",15,24673,9521,78665
"4837",15,41267,1696,51601
"6422",15,21957,6232,64584
"6605",15,20677,9015,86769
"6700",15,47652,1534,81023
"7147",15,36758,4828,26916
"7174",15,6248,3213,85534
"8876",15,8373,5391,83653
"9796",15,16733,6667,57952
"2301",25,27887,7428,48231
"2730",25,26721,5446,34211
"3760",25,16123,5698,75044
"4249",25,29484,8463,79154
"4379",25,31046,9595,90862
"4482",25,15983,5771,3138
"6801",25,47186,6305,81535
"7082",25,48470,1628,31976
"7357",25,37661,3331,2443
"8750",25,13346,7649,71917
"9213",25,8387,5263,37022
"9633",25,38072,3901,2715
"9844",25,18404,6778,83227
"346",29,42487,7704,67096
"979",29,45319,888,86967
"1347",29,18552,8521,33811
"1736",29,47597,5624,63467
"2387",29,8435,4329,62833
"2435",29,9690,9202,85618
"3932",29,42959,7849,19514
"4072",29,26731,0672,21830
"6283",29,35630,5244,53315
"6446",29,32486,1972,59301
"6530",29,27240,1666,6237
"7774",29,10713,532,84021
"7831",29,46594,8773,33941
"8737",29,33853,2096,83803
"9235",29,17465,862,66122
"9482",29,12684,3388,3298
"190",38,29693,448,43968
"571",38,45981,7615,80710
"862",38,37909,729,20634
"954",38,43890,3111,92117
"3024",38,12280,4568,59048
"3462",38,30044,7207,35679
"4043",38,28741,5509,52976
"5160",38,12045,1029,46080
"6862",38,45776,4653,72143
"7233",38,34351,4208,11164
"8259",38,24736,4546,17955
